feature,delta_value,p_value,corrected_p_value
NCAPD3_43004,-22.22,0.07069995500097526,1.0
AC084219.4_51021,-22.22,0.12271146331906105,1.0
RPS6_57294,-21.939999999999998,0.2638879382977374,1.0
SUN1_100476,-21.919999999999998,0.01492257609091339,1.0
MRRF_111901,-21.89499999999999,0.28575257354972583,1.0
IKBKB_89689,-21.840000000000003,0.14593635220015674,1.0
TCP1_40391,-21.78,0.04077506853203283,1.0
CPSF7_71508,-21.740000000000002,0.1785774527267835,1.0
CPSF7_119790,-21.740000000000002,0.17176464459051677,1.0
PPIA_120186,-21.740000000000002,0.03100499822449201,1.0
MCRS1_71905,-21.67,0.001467448074870908,1.0
NSUN5P1_96536,-21.450000000000003,0.024582381699379912,1.0
P4HB_85937,-21.43,0.07017992936655497,1.0
CTNND1_59116,-21.294999999999995,0.1896929770053889,1.0
TMX2-CTNND1_59117,-21.294999999999995,0.1896929770053889,1.0
NSUN5P2_104951,-21.245000000000005,0.01408849424253934,1.0
MSH5_99141,-21.209999999999994,0.019109857079793572,1.0
MSH5-SAPCD1_99142,-21.209999999999994,0.019109857079793572,1.0
DDX39B_62362,-21.050000000000004,0.4079874558825404,1.0
NSUN5P1_32134,-20.834999999999994,0.020288077043999608,1.0
NQO2_128662,-20.83,0.004711792368572878,1.0
PPOX_44341,-20.689999999999998,0.01272675375256924,1.0
SUPT6H_66120,-20.689999999999998,0.053178633135919494,1.0
RBCK1_19927,-20.64,0.004304910006003819,1.0
PSMA4_110543,-20.604999999999997,0.0224379379149685,1.0
GOLGB1_108057,-20.560000000000002,0.00036636877459348766,1.0
RELL2_29750,-20.50999999999999,0.03005809926488581,1.0
AC113189.5_107577,-20.5,0.027698015257920577,1.0
RUVBL1_86199,-20.49500000000001,0.053416075301297467,1.0
ITGB3BP_71836,-20.430000000000003,0.012608077793463391,1.0
PFN2_98591,-20.249999999999996,0.11485380229559021,1.0
ACTB_55185,-20.239999999999995,0.13323850865823023,1.0
SFXN5_12254,-20.189999999999998,0.042625785879173685,1.0
CBR3-AS1_124069,-20.159999999999997,0.18685669290099116,1.0
PFN2_53419,-20.054999999999986,0.07984492141075207,1.0
PCBP1-AS1_79557,-20.03,0.06777643295865184,1.0
MIB2_67980,-20.0,0.0006817513255247829,1.0
PPIP5K1_83268,-20.0,0.13155127114198403,1.0
RBM3_85734,-20.0,0.07876357252561592,1.0
RUVBL1_113476,-20.0,0.08808883284562455,1.0
PBLD_41516,-19.939999999999998,0.1249264510060418,1.0
KCTD13_72884,-19.909999999999997,0.06403136912163813,1.0
ZNF16_72350,-19.900000000000006,0.033199804298664856,1.0
MRRF_6009,-19.810000000000002,0.11217487587739017,1.0
MPPE1_75753,-19.795,0.001213500818125479,1.0
NAGK_88939,-19.765000000000008,0.01044284198842649,1.0
CTD-2314B22.3_33385,-19.715000000000003,0.052959074593539046,1.0
SMTN_85321,-19.669999999999995,0.03448655274558451,1.0
ACAD11_131439,-19.665,0.026374079995421015,1.0
ISYNA1_121988,-19.659999999999997,0.040178472397697125,1.0
PPIA_40648,-19.564999999999998,0.006525216976166721,1.0
C1orf53_130754,-19.510000000000005,0.11207711007526779,1.0
POLR1C_130646,-19.435000000000002,0.21588125913123135,1.0
HSF4_127762,-19.410000000000004,0.3285354762212178,1.0
RP11-5A19.5_127763,-19.410000000000004,0.3285354762212178,1.0
TMEM116_83476,-19.370000000000005,0.17143266656233835,1.0
PI4KAP2_15284,-19.33,0.02666794813054237,1.0
DBP_16507,-19.32,0.10791599337420914,1.0
TSC2_21914,-19.285000000000004,0.09754575856759916,1.0
WDR20_23077,-19.230000000000004,0.059291515811555555,1.0
CTD-2201E18.3_119535,-19.21,0.04554675067125932,1.0
NPIPB4_124222,-19.17500000000001,0.017386877771658066,1.0
HOTAIRM1_71490,-19.14,0.14993078741715085,1.0
NPIPA8_85375,-19.090000000000003,0.014869166438629516,1.0
CALCOCO1_70896,-19.07499999999999,0.2519385324586533,1.0
ACAA2_35152,-19.049999999999997,0.04230017899324021,1.0
RASA4_21599,-19.039999999999992,0.06195143859533585,1.0
RP11-514P8.6_21600,-19.039999999999992,0.06195143859533585,1.0
WDYHV1_24347,-19.039999999999992,0.022687635797279004,1.0
PNISR_51009,-19.019999999999996,0.008220332610457022,1.0
