gene_name	PANC0203_PANCREAS	NIHOVCAR3_OVARY	RT112_URINARY_TRACT	NCIN87_STOMACH	PC14_LUNG	HCC1143_BREAST	639V_URINARY_TRACT	KMRC3_KIDNEY	ONCODG1_OVARY
SRPK1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PITPNM1	27.94	44.83	34.75	31.39	34.57	29.41	31.62	32.28	55.32
MATR3	100.0	100.0	100.0	99.56	100.0	100.0	100.0	100.0	100.0
STK11IP	72.41	100.0	78.38	76.74	92.31	80.0	76.92	73.33	83.33
TOE1	2.27	0.0	0.0	1.03	0.0	0.0	1.27	0.0	4.65
TADA3	96.35	97.69	95.93	93.81	97.98	92.11	98.36	94.34	96.54
TDRKH	0.0	0.0	4.35	1.61	0.0	1.92	0.0	0.0	0.0
UHRF1BP1L	100.0	100.0	100.0	100.0	100.0	100.0	95.31	100.0	100.0
ZNF408	2.33	0.0	0.0	0.99	0.0	1.25	2.86	0.0	4.0
TAF1A	89.04	84.38	92.86	83.33	89.36	87.5	81.82		83.33
PTCD3	0.0	1.15	0.88	2.07	0.92	0.0	1.18	1.39	1.8
UBE2I	22.58	13.33	11.11	36.36	12.5	14.49	5.0	31.25	16.67
C16orf95	20.51		7.14	33.33	5.0	13.33	15.0	6.25	20.0
RP11-178L8.4	20.51		7.14	33.33	5.0	13.33	15.0	6.25	20.0
CNTROB	0.0	0.0		0.0	0.0	0.0	2.75	0.0	0.0
PTCD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC50A1	77.78	63.64	60.0	64.0	32.0	68.97	46.67		61.11
DHX32	7.55	26.96	7.6	19.22	6.88	11.2	17.99	11.18	19.86
MST4	97.6	100.0	100.0	98.59	100.0	100.0	100.0		98.71
RETSAT	2.79	0.0	0.0	1.45	0.73	0.0	1.16	1.11	0.43
POLQ	77.78	100.0	100.0	94.12	100.0	100.0	88.89		100.0
LRWD1	100.0	100.0	100.0	96.43	97.56	100.0	96.93	100.0	100.0
SDE2	96.3	100.0	100.0	100.0	96.83	100.0	100.0	100.0	100.0
SPATS2L	1.96	3.85	3.46	8.68	4.31	2.53	5.96	3.59	2.86
DCAF17	25.0	0.0	30.77	32.26	48.65	40.0	50.0	23.81	35.29
SSR2	92.77	97.71	96.22	96.1	98.43	96.0	93.61	97.74	95.7
PAPD5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIS18BP1	90.4	91.36	95.87	97.65	95.7	91.85	94.7	100.0	95.95
PPP1R16A	9.22	13.21	5.49	19.86	5.94	9.28	6.58	10.48	6.03
E4F1	1.87	0.0	0.0	0.7	0.0	0.97	0.85	0.0	0.84
PRKRIP1				0.0	0.0	0.0	0.0		0.0
PPP2R1B	100.0	100.0	95.83	95.68	100.0	100.0	97.89	100.0	93.62
ARV1	4.0	1.72	6.17	5.08	5.0	7.5	5.36	5.15	5.83
ATP6V0E2-AS1	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0
CENPO	6.17	1.85	2.9	3.79	2.5	5.56	3.67	6.9	3.9
CASC5	2.74	0.0	1.54	0.0	0.0	0.0	0.0	0.0	0.0
RALGDS	3.85	3.33	6.06	7.59	5.56	15.38	5.26	9.09	2.33
C18orf21	17.86	17.14	12.12	10.87	8.33	25.81	8.47	9.38	16.0
TM7SF3	0.36	0.0	0.0	0.14	0.0	0.0	1.01	0.26	0.18
E2F3	14.49	15.07	19.57	8.33	12.5	30.48	13.95	12.96	15.25
USP54	73.53	89.39	86.11	86.84	90.38	91.49	90.0	92.31	93.04
TLCD1	2.8	2.7	4.26	3.31	13.16	0.0	3.75	0.0	7.81
CDC26	3.78	4.17	5.22	0.0	4.35	2.83	2.07	0.0	2.08
SEPN1	2.03	0.0	0.0	1.72	0.77	1.44	0.75	0.0	0.0
BRCA1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
EPHA2	1.64	1.18	0.86	1.99	1.07	2.41	1.16	1.09	0.71
TTC28-AS1	38.46	40.43	31.71	28.99	36.0	58.97	28.0	52.63	31.25
BCOR			100.0	100.0		100.0	100.0		
DOCK6	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
USP36	100.0	100.0	100.0	97.85	100.0	100.0	95.0	100.0	98.33
TRIP13	16.22	19.32	12.5	17.86	13.1	4.79	12.67	20.0	16.76
CDK7	94.26	100.0	100.0	100.0	100.0	100.0	100.0	100.0	91.83
RPS3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PLEKHG2	0.0	5.38	0.0	18.99		19.35	7.14	16.33	10.09
RABL5	62.5	53.85	73.33	68.66	71.05		60.71	59.09	42.11
RBM19	91.43	100.0	100.0	100.0	100.0	100.0	96.3	100.0	100.0
PPP3CC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNF139	2.92	0.0	1.25	1.2	1.08	3.25	0.85	0.93	2.06
C17orf61-PLSCR3	100.0	100.0	100.0	100.0	100.0		100.0	100.0	100.0
PLSCR3	100.0	100.0	100.0	100.0	100.0		100.0	100.0	100.0
TMEM129	78.22	92.0	79.52	88.68	87.5	60.0	75.0	80.0	86.62
POLR3B	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0
AFG3L1P	8.93	0.0	0.0	0.0	8.57	0.0	9.09	0.0	0.0
ARRDC3	74.17	78.69	86.0	84.04	80.3	66.67	92.45	93.11	82.08
SMARCA4	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
HERC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NISCH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNAPC4	6.25	0.0	2.44	6.74	0.0	0.0	0.0	0.0	1.47
CHD9	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRRC1	0.74	3.77	0.44	0.68	0.0	0.0	0.57	0.0	0.0
MICAL3	3.85	0.0	10.53	0.0	0.0	1.74	5.68	4.1	3.28
ASAH2B	51.85	39.29	61.54	58.62	54.17	31.75	62.96	54.17	53.33
UROD	14.48	14.45	4.74	6.21	8.58	29.49	17.46	14.38	15.31
SNF8	0.97	0.62	0.74	0.12	0.19	1.4	0.96	1.42	0.8
NDOR1	8.33	4.88	5.77	5.71	6.45	4.76	8.33	5.56	6.02
FARP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DVL1	0.48	0.0	0.43	0.67	0.76	1.17	0.48	0.0	0.32
KIF13A	100.0	90.62	84.62	92.0	82.69	100.0	90.62	96.0	92.31
SLC41A1	77.11	95.83	84.62	86.87	96.55	88.79	80.0	93.06	90.54
SMAD5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EP300	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SEC16A	26.32	14.52	14.29	15.13	11.67	16.98	12.77	13.33	19.15
USP37	86.21	100.0	100.0	85.0	88.89	100.0	100.0	100.0	90.32
RWDD4	0.0	1.49	0.0	3.01	0.0	0.0	1.08	0.0	0.0
PAPD7	2.35	3.74	5.15	3.38	2.01	4.78	2.9	2.36	2.37
ATF7IP	2.15	11.63	2.33	14.56	13.24	0.0	2.0	22.22	4.26
CAMSAP2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
STAT2	92.05	100.0	90.38	100.0	100.0	89.41	91.67	92.07	100.0
ZC3HC1	100.0	100.0	90.0	100.0	88.89	100.0	94.64	85.71	93.75
DHRS13	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PBRM1	15.0	3.64	3.57	5.77	2.86		4.12		6.45
RPL26L1	2.68	1.01	1.97	1.91	4.79	2.18	2.64	1.35	1.39
ERBB2	6.19	19.23	5.66	3.51	6.52	16.67	6.94	7.14	17.86
ALKBH5	98.13	98.71	98.49	99.08	97.6	99.1	99.33	98.46	99.65
INCENP	38.46	55.56	42.59	71.62	31.53	61.74	52.8	55.32	49.02
USP40	2.17	0.0	5.68	5.71	2.34	10.0	0.0	1.61	3.57
FAM200B	2.67	3.92	1.26	0.0	1.83	4.41	0.0	3.52	1.78
MGA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFYVE27	27.78	25.25	25.56	36.0	25.0	39.13	33.08	31.07	32.75
CCDC130	5.88	0.0	0.0	5.56	3.45	3.57	0.0	2.7	0.0
PFKFB2	2.53	0.0	0.0	3.9	1.92	4.12	0.0		1.85
SKP2	73.08	82.29	85.38	78.21	74.45	91.18	85.07	87.1	63.64
NMD3	1.88	0.0	0.48	0.0	0.0	0.0	0.7	0.0	1.11
TBRG4	0.0	2.03	0.0	0.35	0.27	2.35	0.21	0.0	0.9
SNX19	100.0	100.0	100.0	100.0	100.0	100.0		42.8	100.0
DENND4A	2.5	0.0	4.0	3.33	4.35	0.0	0.0	4.0	8.0
MANEAL	41.43		28.87	44.98	50.85	43.75	33.14		0.0
ZNF800	50.0	27.27	46.67	38.18	43.75	31.82	20.0	46.67	19.51
CDCA2	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0
LZTS3	100.0	100.0		100.0	100.0	94.95	100.0	100.0	100.0
ZNF248	80.0	65.38	85.71	73.68	81.82	83.33	70.59	73.68	84.85
CCZ1	0.0	0.0	0.0	0.22	0.0	0.0	0.26	0.0	0.26
SEC14L1	15.46		6.42	3.39		3.52	20.51	16.03	4.69
ABI1	3.85	0.0	2.86	3.47	2.02	20.09	3.67	7.14	3.26
PLK3	10.2	0.0	3.7	6.38	9.62	15.79	24.44	8.0	6.45
ZNF235	32.56	7.69	19.23	24.44	19.05	5.26	3.45	19.05	17.39
SRSF5	77.78	50.0	80.77	60.0	74.19	100.0	64.86	50.0	44.83
DDX42	80.22	93.99	89.75	92.84	89.9	87.62	90.48	96.67	94.44
CDYL	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SF1	7.24	7.44	8.44	6.14	5.95	10.49	4.92	12.67	7.85
HIP1R	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRICKLE3	9.68	5.88	6.67	6.59	4.35	3.57	7.32	7.14	12.0
KIF18A	0.0	0.0	0.0	0.0	0.0	0.0	4.31	0.0	0.0
SCMH1	5.97	0.0	5.77	11.76	1.43	13.64	10.0	5.0	5.48
KIFC1	7.86	1.79	6.64	8.23	5.37	21.96	6.35	5.63	3.47
CEP55	4.41	3.82	3.32	3.65	2.27	7.09	4.8	6.49	5.82
C10orf88	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
UVSSA	12.77	0.0	0.0	0.0	0.0	0.0		0.0	0.0
TIMM8A	25.93	46.88	31.71	31.87	15.22	27.78	20.0	25.0	24.8
XAGE1D	25.93	46.88	31.71	31.87	15.22	27.78	20.0	25.0	24.8
PFKP	2.62	0.0	0.51	1.0	0.24	1.53	0.33	2.86	0.0
MIF4GD	8.93	0.0	0.0	4.41	6.67	6.98	11.11	8.11	0.0
OGFOD2	100.0		100.0	100.0	100.0	100.0	100.0	100.0	100.0
RP11-197N18.2	100.0		100.0	100.0	100.0	100.0	100.0	100.0	100.0
POLG	98.06	100.0	100.0	96.73	100.0	100.0	94.19	100.0	100.0
CHEK2	17.61	6.9	16.0	15.85	8.11	16.95	8.33	13.33	6.84
CEP135	0.0	0.0	0.0	0.0	0.0	4.84	0.0	0.0	8.0
INTS1	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0
SCAMP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-231C14.4	100.0	100.0	100.0	99.69	100.0	100.0	100.0	100.0	100.0
MMS19	96.67	96.15	100.0	97.57	100.0	100.0	94.7	100.0	97.89
ANAPC10	80.72	94.34	81.82	85.61	82.05	79.41	82.09	89.8	88.57
STK11IP	3.23	0.0	3.03	5.95	0.0	6.25	0.0	0.0	0.0
KIAA0226	1.32	0.0	0.0	4.41	0.0	0.0	0.0	0.0	0.0
TBC1D16	0.0	3.85	0.0	1.31	0.0	0.0	1.1	0.0	1.74
GAA	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SNRNP200	0.8	0.0	0.37	0.61	0.42	1.32	0.94	2.56	0.18
PDK3	0.0		1.47	1.33	0.0	0.0	1.41		0.0
CSNK2B	99.52	100.0	99.55	99.4	97.77	99.71	99.77	100.0	100.0
CSNK2B-LY6G5B-1181	99.52	100.0	99.55	99.4	97.77	99.71	99.77	100.0	100.0
NCAPD3	97.52	100.0	95.24	97.61	95.59	100.0	96.62	100.0	97.33
PXN-AS1	1.19	1.7	1.26	2.63	0.35	0.88	0.51	1.11	1.84
KDM5C	25.71	29.57	28.1	31.71	25.75	36.84	20.33	22.55	24.32
RP11-1407O15.2	48.34	60.53	46.15	46.23	45.61	37.1	63.81	39.51	45.76
TMEM260	69.7	71.74	86.49	88.89	80.95	81.61	84.21	93.55	71.43
ANAPC13	6.54	0.85	4.72	2.68	1.02	2.97	1.53	2.42	4.03
INTS1	3.95	0.0	0.0	0.0	0.0	0.0	2.38	0.0	0.0
FOXK2	95.18	95.65	94.44	94.92	96.13	92.74	96.69	94.29	90.7
CSNK2A1	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0
XPO5	85.23	88.46	93.68	87.07	92.86	85.29	89.43	91.94	91.45
TMEM63B	0.0		0.0	2.33	0.0	4.76	0.0	1.82	8.33
MRPL21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSMA4	26.19	28.57	23.53	21.31	22.09	47.22	35.71		26.09
AGAP10	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0
NF2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
C19orf55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZZEF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.41	0.0
FBXO11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZMYM6	11.36	11.29	0.0	0.0	0.0	0.0	0.0	0.0	13.33
NXT1	4.65	0.0	0.0	3.38	1.43	6.74	1.35	2.33	0.0
EP400NL	0.0		0.0	21.74	0.0	0.0	0.0		0.0
RP11-6N17.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0
XPO7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRCH1	4.55	0.0	3.92	3.03	3.03	0.0	4.69	2.0	2.56
RP11-152F13.3	0.0	0.0	0.0	11.84	0.0	0.0	0.0	0.0	2.2
ZNF430	6.25		3.33	6.06	0.0	10.0	10.2	20.0	20.0
SUFU	0.0	0.0	0.0	0.0	71.05	0.0	0.0	0.0	0.0
NACC1	5.99	7.04	8.42	10.0	5.97	8.17	6.73	9.02	8.57
GRK6	96.96	97.55	98.28	98.51	98.38	97.84	98.84	93.7	95.33
RAVER1	84.48	85.0	83.05	88.24	82.05	81.25	88.79	81.25	88.57
MBNL2	51.22	100.0	91.46	80.58	89.93	95.38	100.0	97.44	100.0
PDK3	100.0		100.0	100.0	100.0	100.0	100.0		100.0
LINC00888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BRF1	0.0	2.53	1.28	0.0	0.0	0.0	0.0	0.0	0.0
MTPAP	0.0	0.0	0.0	0.0	10.38	0.0	0.0	0.0	0.0
APBB2	20.0	17.86	31.25	30.77	12.9	27.91	13.04	19.23	15.79
CIC	81.58	82.35	88.46	81.37	80.77	91.75	89.53	91.43	91.55
PWP2	0.0	0.0	0.8	0.85	0.0	0.27	1.33	0.0	0.0
FAM168B	10.98	3.77	6.67	7.03	5.13	13.79	4.29	8.33	13.04
ALKBH6	3.91	4.89	4.96	3.62	2.7	4.46	3.72	1.97	4.63
NUP160	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SFXN3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MTAP	100.0	100.0		100.0	100.0	100.0	100.0	100.0	100.0
RP11-145E5.5	100.0	100.0		100.0	100.0	100.0	100.0	100.0	100.0
DIS3L	9.88	7.69	12.0	20.62	4.05	26.61	15.69	0.0	9.09
NIPAL3	0.0	0.0	0.0	0.0	1.11	0.0	0.0	0.0	0.0
RP11-33B1.1	0.0	0.0	0.0	1.02	0.0	4.55	0.0	7.14	0.0
ADAT2	0.0	0.0	0.0	0.0	0.0	0.0	2.47		4.35
MLH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DIDO1	1.9	1.16	1.03	1.2	1.47	1.15	0.72	1.67	2.02
FAM21A	94.0	100.0	96.1	98.14	97.4	95.74	100.0	100.0	100.0
SNX8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CUL3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PHYKPL	77.5	83.33	83.33	77.08	72.73	67.44	70.0	63.64	91.67
KAT5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LBR	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MROH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATP6V0A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0
PRRC2C	72.86	71.01	80.95	79.22	77.42	79.52	72.5	83.33	84.34
CROT	0.0	0.0	0.96	2.13	0.0	0.0	0.0	4.55	
DHX38	93.85	100.0	95.12	96.46	97.3	93.62	100.0	100.0	100.0
LUC7L3	97.98	96.3	100.0	100.0	100.0	100.0	100.0	100.0	97.89
PC	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0
CTC-429P9.4	8.33		9.09	2.86		11.76	5.26		
C2orf43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TMEM206	88.33	100.0	100.0	87.1	93.58	90.79	96.15	95.89	100.0
SHMT1	0.0	2.27	1.22	0.0	1.36	3.6	2.99	0.0	1.34
ANKRD13D	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
LMBRD1	100.0	100.0	100.0	100.0	100.0	95.83	100.0	100.0	97.09
NR1H3	89.02	69.23	77.08	82.64	57.29	100.0	57.89	75.0	67.57
GSE1	2.7	0.0	0.0	2.09	0.0	6.33	0.0	0.0	0.0
VOPP1	0.0	0.0	1.9	0.33	0.82	2.31	2.72	0.52	0.47
IFT172	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCDHGA1	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGA10	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGA11	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGA12	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGA2	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGA3	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGA4	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGA5	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGA6	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGA8	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGA9	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGB1	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGB2	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGB3	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGB4	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGB6	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGB7	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGC4	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
PCDHGC5	4.44	5.56	48.48	5.62		83.81	0.0	2.23	5.88
IGF2BP2	1.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FYCO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
USP28	89.19	100.0	90.91	91.46	84.21	100.0	83.33	83.33	92.0
NIPSNAP1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CYP2R1	96.84	95.0	94.44	92.59	100.0	100.0		95.92	94.74
SVIL	0.0	0.0	0.0	0.0	0.0	0.0		0.0	0.0
CES2	73.33	100.0	86.67	86.36			72.73	78.12	80.0
GTF2H2C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PC	0.0	0.0	0.0	0.0	0.0	3.33	5.88	0.0	0.0
ZBTB40	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
HEATR5B	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
WDR48	5.71	0.0	1.72	2.7	0.0	0.0	0.0	0.0	8.77
DNM1L	96.79	96.35	100.0	100.0	99.57	100.0	100.0	100.0	100.0
ATP13A2	100.0	100.0	93.69	94.81	83.64	87.3	91.46	100.0	100.0
SMEK2	5.34	6.02	3.12	3.43	2.63	10.0	7.58	6.58	10.53
L3HYPDH	100.0	100.0	100.0	95.45	100.0	100.0	100.0	98.25	100.0
MYH9	99.6	100.0	99.53	99.57	100.0	99.45	99.88	99.61	99.68
RP11-542C16.2	92.0		87.5	100.0	88.57	85.37	88.64	91.3	88.46
TLN1	96.0	100.0	98.63	98.55	100.0	100.0	100.0	100.0	98.22
SAMD12	100.0	100.0	100.0	100.0	100.0	100.0	100.0		
JKAMP	85.71	100.0	82.35	91.67	100.0	78.26	76.92	85.71	100.0
NOM1	96.0	100.0	100.0	96.99	100.0	100.0	100.0	100.0	100.0
EXOC7	100.0	100.0	99.14	99.08	100.0	100.0	100.0	98.39	100.0
SAP130	1.69	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0
BMPR1A	100.0	100.0	100.0	97.46	100.0	100.0	100.0	93.22	100.0
KIAA0195	0.53	0.0	0.0	1.24	0.93	0.9	0.0	1.27	0.54
ZNF117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NTHL1	100.0	95.88	98.1	98.57	95.8	100.0	97.2	96.08	97.98
WDR48	8.33	4.05	5.0	5.26	7.89	4.88	1.16	3.85	8.77
TSPAN9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCTD9	100.0	100.0	100.0	98.63	100.0	100.0	100.0	100.0	100.0
DDX49	97.1	89.74	100.0	97.29	91.4	93.1	90.34	85.9	87.77
METTL23	52.21	63.96	47.19	64.35	61.04	73.89	44.55	53.45	53.94
TRIO	66.67	55.56	100.0	83.33	64.15	65.55	71.93	69.57	50.0
TLCD1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
AP1G2	75.29	68.42	70.0	60.0	75.0	71.64	80.95	92.86	88.46
WHSC1	100.0		100.0	100.0	80.0	60.0	80.77		100.0
EXD3	100.0	100.0	100.0	95.35	100.0	100.0	100.0	100.0	100.0
C15orf57	100.0	100.0	97.44	98.6	97.62	100.0	100.0	100.0	100.0
SLC43A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
STPG1	0.0	0.0	0.0	0.0	5.56	0.0	0.0	0.0	0.0
ALDH7A1	100.0	100.0		99.38	100.0	100.0	98.83	100.0	100.0
DFNA5		0.0	0.0		0.0		0.0	0.0	0.0
LRBA	95.88	92.59	94.92	93.05	98.91	96.15	98.11	94.83	90.1
UBE2Q2	96.1	100.0	100.0	96.0	94.83	93.59	96.94	100.0	98.57
MRPS36	98.01	95.76	97.3	97.17	97.55	100.0	98.34	98.64	97.92
HDGFRP3	100.0	100.0	100.0		100.0	100.0	100.0	100.0	100.0
VRK2	15.03	13.58	6.25	14.0	11.06	5.92	15.31	3.17	19.35
RPUSD1	93.33	100.0	100.0	96.26	95.06	100.0	94.37	100.0	100.0
DCXR	95.44	98.39	97.83	95.22	96.92	97.33	95.68	97.85	96.98
RFNG	2.34	4.1	2.06	0.88	1.22	0.0	4.55	1.06	1.39
ZNF205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATG2A	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
KIAA1731	0.0	0.0	0.0	0.0	6.67	0.0	0.0		0.0
DGKQ	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CEP95	8.79	7.72	7.37	5.94	7.95	5.04	10.71	6.67	8.33
PLEC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TGDS	0.0	0.0	1.92	0.79	0.0	0.0	0.0	0.0	0.0
RILPL2	95.88	84.62	93.04	87.3	89.47	100.0	85.58	85.25	88.14
KLC4	5.56	2.5	0.89	2.15	0.81	6.12	4.35	1.33	1.28
PRKAR1A	100.0	100.0	100.0	98.1	97.22	100.0	97.6	100.0	100.0
UBXN6	8.3	1.08	1.94	5.53	2.03	13.68	3.41	0.99	2.23
FAM83G	2.5	0.0	0.0	5.0	0.0	0.0	2.3		2.75
DCTN2	96.45	95.52	98.02	94.7	100.0	96.46	97.36	98.59	95.28
VPS41	100.0	100.0	100.0	97.85	100.0	100.0	100.0	100.0	97.37
KLC4	100.0	100.0	96.33	98.52	96.19	100.0	91.67	95.4	94.59
TSR1	76.92	27.27		71.43	41.94	58.62	57.89	70.0	48.15
POLQ	0.0	0.0	0.0	0.0		0.0	0.0		0.0
CS	96.69	92.78	94.92	93.96	94.64	95.37	94.47	100.0	100.0
IQGAP3	0.6	0.0	0.0	1.76	0.0	1.4	0.0	1.1	0.0
RACGAP1	94.53	94.93	97.15	97.3	84.02	95.53	86.62	97.49	89.69
GTPBP6	4.0	0.0	4.17	6.73	0.0	0.0	1.36	0.0	0.0
NBPF14	90.79	91.54	87.63	93.17	88.24	87.43	89.62	86.21	94.02
TANC1	86.96	100.0	93.02	83.5	80.95	100.0	92.86	70.27	95.35
WDHD1	0.0	0.0	2.44	0.93	0.0	1.28	1.72	0.0	0.0
GOLGA7	95.45	96.25	94.92	95.08	100.0	91.67	97.26	91.18	88.1
IKBKB	95.45	96.25	94.92	95.08	100.0	91.67	97.26	91.18	88.1
PWP2	7.78	1.85	4.62	3.39	5.36	3.92	4.08	4.55	2.43
CEP85	96.63		97.5	100.0	100.0	100.0	100.0	100.0	100.0
DIP2C	0.0	0.0	0.0	0.0			0.0	0.0	0.0
MIR4458		3.03	1.67	1.59	0.93	3.23		1.92	1.45
RBM45	0.0	0.0	2.38	1.56	2.22	0.0	2.7	0.0	0.0
LLGL2	1.08	1.61	0.97	1.72	3.01	3.9	0.0	0.0	0.0
WDR62	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CSNK1E	2.86	0.0	0.0	1.41	0.0	0.0	1.45	0.0	0.0
JARID2	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0
TXNRD2	2.99	1.19	2.7	1.52	0.0	6.45	1.04	4.0	1.49
AMTN	0.0	0.0	11.11	0.0	0.0	20.0	0.0	0.0	0.0
TRMT44	0.0	0.0	11.11	0.0	0.0	20.0	0.0	0.0	0.0
AFAP1	0.0	2.54	0.0	0.0	0.0	0.0	0.0	0.0	1.75
EPG5	100.0	100.0	100.0	100.0		100.0	100.0	100.0	100.0
SLC25A19	28.12	40.0	38.89	21.14	32.26	40.0	33.72		35.0
DDT	12.53	2.48	2.98	4.61	3.1	6.56	3.91	2.88	4.0
INVS	0.0	0.0	0.0	0.0	5.71	8.33	4.35	0.0	12.5
DAZAP1	31.55	23.35	25.06	32.68	27.21	35.6	30.07	31.25	32.32
DLEU2	5.0	0.0	1.28	4.3	0.0	0.0	1.59		1.12
