gene_name	PANC0203_PANCREAS	NIHOVCAR3_OVARY	RT112_URINARY_TRACT	NCIN87_STOMACH	PC14_LUNG	HCC1143_BREAST	639V_URINARY_TRACT	KMRC3_KIDNEY	ONCODG1_OVARY
RPSA	20.0	19.4	9.52	15.12	12.07	51.28	34.41	13.33	28.05
PHC3	0.0	0.0	1.75	0.0	0.0	0.0	0.0	0.0	0.0
C15orf57	1.27	0.0	0.0	2.06	1.25	8.7	0.0	0.0	0.0
UPF3A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIGMAR1	0.0	0.0	1.36	1.77	1.38	0.0	1.56	2.45	2.31
FANCG	90.91	100.0	100.0	100.0	100.0	91.78	96.74	100.0	100.0
PXMP2	100.0		100.0	100.0	100.0	100.0	100.0		100.0
RAB40C	91.67	100.0	100.0	95.24	98.7	100.0	100.0	100.0	100.0
MROH1	100.0	100.0	97.94	98.97	100.0	100.0	100.0	100.0	100.0
IAH1	96.83	100.0	97.44	100.0	97.62		98.33	96.51	100.0
TECR	98.25	100.0	100.0	99.57	98.43	100.0	100.0	100.0	100.0
ANKFY1	3.08	3.77	2.22	0.0	0.73	1.56	1.96	0.0	3.85
MRPL28	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
RP11-192H23.4	9.5	3.55	6.72	4.68	4.12	16.33	6.22	7.69	5.26
SPAG5	9.5	3.55	6.72	4.68	4.12	16.33	6.22	7.69	5.26
POR	0.74	0.0	0.0	0.38	0.17	0.0	0.56	0.0	0.4
ZMYM4	4.88	9.8	5.71	3.92	7.25	20.0	4.55	9.09	12.68
AMICA1	20.0	15.14	16.63	12.21	20.53	18.07	16.59	18.34	12.05
FIBP	20.0	15.14	16.63	12.21	20.53	18.07	16.59	18.34	12.05
ACTR3B	90.0	91.67	100.0	96.0	100.0		85.29		93.94
ADAM15	98.54	100.0	95.91	98.08	91.45	93.86	77.69	93.89	96.38
CTD-2314B22.3	71.43	78.0	50.0	71.11	85.71	59.32	53.45	93.55	75.31
SUPT20H	1.72	2.63	0.0	4.93	0.0	0.0	3.31	2.38	3.9
HERPUD2	3.03	0.0	11.11	6.67	7.69	0.0	10.53	0.0	10.42
TMEM209	3.03	0.0	11.11	6.67	7.69	0.0	10.53	0.0	10.42
NUMA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0		0.0
PARGP1	95.65	92.31	96.0	89.29	96.3	94.12	92.59	90.91	94.12
HTT	97.59	98.41	100.0	97.67	98.72	96.23	99.01	100.0	98.18
COG4	96.3	100.0	95.28	97.67	100.0	100.0	97.3	96.88	100.0
NT5C2	5.67	4.71	2.79	3.4	5.43	4.26	4.35	7.14	7.0
MAST2	0.0	0.0	0.0	0.61	0.0	0.53	0.0	0.0	1.27
FIBP	86.95	93.28	95.62	96.32	95.45	94.56	90.62	93.57	92.9
MED24	3.37	0.0	2.8	1.37	0.0	4.55	4.23	0.49	0.0
DNAJC3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TM4SF1	15.83	9.29	9.62	9.18	15.04	18.94	25.0	6.74	9.24
MRI1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
THBS3	7.5	2.52	1.37	1.85	1.32	1.6	6.14	2.82	0.82
PKD1P1	7.74	5.45	9.4	11.73	7.69	11.96	6.56	11.78	5.97
AGRN	95.16	100.0	88.37	100.0	100.0	100.0	100.0	100.0	94.94
ZDHHC5	94.68	98.03	98.42	96.67	99.21	97.67	97.46	98.83	97.56
RNF168	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
FAM3A	15.54	11.11	8.07	4.26	11.9	25.32	6.42	20.75	14.8
GORAB	8.16	0.0	4.0	4.08	0.0	5.56	0.0	9.52	4.0
TCIRG1	1.54	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0
PCSK7	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.59	0.0
CUL4A	6.67	6.67	2.63	4.17	2.5	4.76	4.48	3.12	4.35
MIR497HG			100.0	100.0	100.0	100.0	100.0		100.0
RP11-589P10.7			100.0	100.0	100.0	100.0	100.0		100.0
RP11-958N24.2	0.0	0.0	1.61	2.79	1.54	0.54	1.16	0.0	0.0
SRPK1	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0
SNAPC4	0.0	0.0	0.0	0.0	0.0	0.0	1.56	0.0	0.0
PRMT1	44.26	57.14	60.42	47.09	41.13	48.19	42.03	46.67	45.28
PPIE	2.04	0.0	6.25	2.38	0.0	0.0	0.0	0.0	0.0
SIRT7	91.89	95.29	96.34	94.53	93.1	94.27	87.06	100.0	95.29
RAD52	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DIEXF	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ATG16L2	94.92	100.0	100.0	93.94	100.0	100.0	100.0	100.0	100.0
ACTR5	26.79	14.58	10.0	5.26	3.12	26.89	7.61	16.67	30.77
HBS1L	100.0	100.0	99.13	99.33	98.73	100.0	98.96	100.0	98.36
COA1	0.0	0.0	0.0	1.03	0.0	0.0	0.0	0.0	0.0
UNK	97.06	100.0	95.92	96.05	100.0	97.44	100.0	100.0	99.13
INF2	92.86	100.0	100.0	100.0	100.0	91.45	100.0	100.0	100.0
ALG9	0.0	0.0	0.0	4.26	0.0		0.0	6.56	0.0
CASP7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SRP14		41.38	62.07	68.67	78.38	53.57	57.14	69.23	50.0
GPS2	100.0	100.0	100.0	100.0	98.01	100.0	99.36	100.0	100.0
RP11-542C16.2	100.0	100.0	100.0	100.0	98.01	100.0	99.36	100.0	100.0
PQLC2	20.0	11.54	8.45	22.73	12.12	29.17	20.37	9.76	13.46
KIAA1841	66.67	50.0	48.0	34.43	62.5	42.86	46.43	66.67	58.82
RUSC1	87.6	90.09	86.06	71.7	85.42	86.34	89.83	89.47	89.47
TRAF3IP3	87.6	90.09	86.06	71.7	85.42	86.34	89.83	89.47	89.47
SF3B1	40.28	52.5	52.17	45.71	46.67	53.0	42.86	52.38	41.27
UBN1	5.93	0.0	0.0	2.15	0.0	3.21	0.0	0.0	3.4
XRCC3	10.64	20.45	22.22	14.29	29.58	9.26	22.54	14.29	10.26
ARHGEF11	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
AC011530.4	88.89	67.86	79.49	82.35	65.71	69.88	75.86	79.59	60.98
SLC38A7	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
FOCAD	0.0	2.08	1.89	1.18	0.0	0.0	0.99	0.0	1.19
SUPT5H	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ANKHD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKHD1-EIF4EBP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FTSJD2	75.0	42.86	55.17	54.05	76.92	58.33	76.67	54.55	70.59
TPR	95.86	97.53	95.56	94.86	98.75	92.74	96.43	97.01	95.65
NAA25	100.0	100.0	100.0	98.98	100.0	100.0	100.0	100.0	100.0
TSTD2	21.62	10.2	6.38	13.04	9.09	13.33	15.79	15.79	10.53
ITPR3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AP3D1	96.53	100.0	100.0	100.0	100.0	100.0	96.02	100.0	95.56
ZNF827	0.0	0.0		1.19	0.0	0.0	0.0	0.0	0.0
ANXA4	98.36	100.0	97.78	94.16	100.0	100.0	100.0	96.83	96.0
DPM1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
FMNL2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LYRM1	26.02	9.3	25.37	10.06	18.26	78.79	30.16	12.73	19.02
WDR60	1.43	0.0	1.47	2.0	37.36	5.26	2.25	17.95	1.52
UBR4	1.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TRRAP	2.9	1.75	3.57	1.49	1.06	1.82	1.42	2.63	0.87
KLHL8	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CCDC138	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0
RALY	2.93	3.85	2.42	2.36	3.31	4.52	2.04	0.83	3.09
NADK	83.93	85.11	82.98	89.36	76.74	79.49	81.82		87.5
SENP2	100.0	100.0	94.0	100.0	100.0	100.0	100.0	88.57	100.0
TRAPPC12	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CAPN2	0.0	0.0	0.0	0.13	0.05	0.13	0.0	0.0	0.0
PRR3	40.62	45.71	62.96	39.29	51.35	33.93	39.45	40.38	32.65
ACADVL	97.87	97.11	99.22	92.04	97.8	97.97	97.99	98.1	97.84
RHOT2	2.34	0.79	1.98	1.45	1.79	1.1	3.76	3.33	0.96
ZNF142	0.0	0.0	0.0	1.43		0.0	0.0	0.0	3.57
NPAT	100.0		100.0	100.0	100.0	100.0	100.0		
KIAA0196	98.45	100.0	100.0	98.03	100.0	100.0	100.0	100.0	100.0
FAM203A	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
LMBR1	100.0	100.0	100.0	92.54	100.0	100.0	100.0	100.0	100.0
TMEM107	100.0		87.5		96.26	100.0	95.52	100.0	100.0
IGSF8	7.14	1.06	2.46	2.94	1.43	2.78	2.7	0.0	2.12
ZC3HAV1L	100.0	100.0		100.0	100.0	100.0		100.0	100.0
SWI5	15.83	12.5	12.4	6.67	10.12	16.8	8.9	14.63	9.23
ALKBH7	96.77	100.0	97.18	100.0	95.74	100.0	100.0	93.81	98.87
MARCH7	3.68	7.69	2.83	3.32	3.92	7.63	5.15	0.0	3.74
YEATS2	2.27	0.7	5.41	2.99	6.9	9.17	6.19	3.25	7.1
HDAC6	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TUBGCP2	74.42	81.67	83.61	70.97	87.1	62.5	100.0	76.92	72.62
SIRT6	7.02	0.0	0.0	15.62	13.51	0.0	13.73	32.43	14.29
DENND1A	100.0	100.0	100.0	91.55	100.0	100.0	96.77	100.0	97.3
TMEM87B	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TBC1D22B	5.0	0.0	0.0	0.0	0.0	6.67	5.0	3.33	0.0
INPP1	5.33	8.7	4.04	6.1	0.0	15.0	1.59	3.23	4.76
ATXN7L3	0.0	0.0	0.0	0.0		0.0	0.0	0.0	0.0
PCBP2	11.32	0.0	9.85	9.47	9.3	0.0	0.0	12.22	8.65
PRR13	11.32	0.0	9.85	9.47	9.3	0.0	0.0	12.22	8.65
RP11-793H13.8	11.32	0.0	9.85	9.47	9.3	0.0	0.0	12.22	8.65
SLC36A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZDHHC20	100.0	100.0	100.0	98.58	100.0	100.0	100.0	100.0	100.0
C16orf70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PEX16	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
DNAJC4	17.76	13.13	16.3	16.22	16.34	10.42	15.53	13.33	14.61
MAZ	100.0		100.0	100.0	100.0	100.0	100.0	100.0	100.0
PSMC3IP	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CEP120	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NBEAL2	3.3	0.0	6.52	8.18	2.56	9.3	4.92	10.0	1.37
NFU1	1.13	0.0	2.0	0.0	2.2	0.0	2.73	2.01	3.23
AEN	4.88	0.0	0.0	3.12	6.78	5.62	2.27	1.83	0.0
FAM20C			0.0		0.0	0.0	4.17	0.0	0.0
ORC3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
EML4	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ADH5	1.4	1.4	1.69	1.26	0.52	1.19	0.96	0.67	0.9
CCDC22	2.94	1.52	1.79	2.15	0.0	10.0	4.0	2.33	2.22
ZMAT2	70.89	100.0	86.15	80.58	90.91	87.64	90.0	86.15	90.16
EIF4A2	1.19	0.0	0.16	0.0	0.0	1.24	0.0	0.68	1.0
CDC25C	2.86	0.0	4.55	1.85	3.16	4.84	2.67	3.7	6.0
EXO1	1.47	0.0	0.0	0.0	0.0	3.01	1.14	0.0	1.45
SREBF1	7.5	4.12	2.97	2.87	2.86	4.22	6.25	2.08	6.08
SEC22B	94.15	95.8	98.66	94.33	87.56	93.46	100.0	98.71	97.11
NADK2	2.78	1.27	1.96	1.59	2.05	1.79	1.45	1.32	4.9
TSEN2	38.78	17.24	16.22	13.51	17.86	46.3	19.35		26.09
NR4A1	83.33	100.0		95.56	91.89	98.33	71.91	86.96	92.86
FBXL8	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAFK	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TUBGCP5	90.0	100.0	100.0	92.0	92.86	79.49	90.0	100.0	89.19
ILK	100.0	100.0	100.0	100.0	100.0	98.57	98.77	99.48	100.0
CCDC22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GAK	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0
NAGPA	5.97		3.57	7.04	2.78	6.25	2.13	1.69	0.0
OCEL1	11.11	0.0	7.69	4.08	0.0	6.58	3.7	7.02	2.63
OGFR	2.61	3.33	3.76	3.29	1.69	2.63	4.47	2.04	3.92
RNF185	94.44	91.26	88.7	80.12	87.13	85.92	84.94	93.92	88.39
TJAP1	7.55	6.58	4.17	9.82	3.09	5.77	3.79	5.08	5.06
PSMD11	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CCDC57	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PRNP	4.07	7.69	1.55	4.35	1.2	4.92	2.0	1.1	3.92
NCAPH2	0.0	0.0	0.0	2.92	2.04	1.32	0.0	0.0	6.25
LEPREL2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PI4KA	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CACNB1	2.44			6.84	0.0	8.33	5.88	5.26	0.0
C11orf48	100.0	100.0	100.0	100.0	100.0	100.0	100.0		100.0
PMS1	3.03	0.0	2.56	2.83	0.0	10.34	2.17	0.0	4.35
KIF21A	100.0	100.0	100.0	96.75	100.0	100.0	100.0	100.0	100.0
VARS	90.41	95.88	95.33	90.51	95.09	92.27	93.36	97.14	96.35
PQLC2	0.0	0.0	0.0	0.0	0.0	0.0	2.38	0.0	4.55
DMXL1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SCOC	86.72	77.2	88.37	76.56	80.67	72.55	88.81	95.62	84.69
TBK1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SNRPA1	1.13	0.0	1.37	2.19	0.71	1.34	0.76	1.27	1.36
EXT2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
GMPPA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FAM208A	4.94	1.87	5.45	2.4	1.25	3.85	0.59	3.03	3.2
EHBP1	0.0	0.0	0.0	1.05	0.97	0.76	1.06	0.0	0.0
BCL9L	2.3	1.79	1.91	2.02	0.97	2.4	1.25	1.06	2.04
PARP14	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.3	100.0
ATXN1L	6.15	0.0	5.26	4.24	5.13	17.39	0.0	0.0	0.0
RP11-498D10.4	6.15	0.0	5.26	4.24	5.13	17.39	0.0	0.0	0.0
TAF9	2.93	2.16	1.03	1.24	1.33	1.65	1.1	0.0	1.98
CHMP1A	88.19	79.17	93.78	92.97	93.36	95.98	88.47	90.44	87.55
HYOU1	99.43	99.28	100.0	99.15	99.57	99.13	99.28	100.0	99.17
HERC1	1.52	0.0	1.33	1.77	0.0	2.5	0.0	0.0	1.61
MPHOSPH9	100.0	100.0	94.55	100.0	100.0	100.0	100.0	100.0	100.0
EIF4E	1.89	0.0	2.17	0.0	0.0	0.0	0.0	0.0	2.27
DDR1	1.28	2.04	0.0	1.0	8.64	2.75	0.0	1.3	1.69
SNX13	0.0	0.0	0.0	1.44	0.0	3.12	2.9	0.0	2.44
C18orf8	6.25	8.16	4.17	5.77	3.85	7.1	2.19	3.45	3.82
NIPA1	1.25	0.0	0.0	0.0	3.33	5.8	1.22	0.0	2.7
RALGAPA1	0.0	0.0	0.0	0.0		0.0	0.0		0.0
RC3H2	1.1	0.86	0.0	0.75	0.0	1.41	1.47	0.0	1.14
CRY2	4.17	0.0	0.0	3.7	0.0	4.55	0.0	0.0	5.0
CPSF1	14.78	4.29	7.11	6.5	9.52	16.47	6.78	3.45	2.93
MACF1	0.0	0.0	1.23	0.0	0.0	0.0	0.0	1.36	0.0
CNOT10	0.0	0.0	0.0	2.76	0.0	0.0	1.83	0.0	0.0
CC2D1B	16.44	30.0	12.05	24.39	7.23	22.58	14.63	16.22	21.95
SLC48A1	100.0	94.41	83.02	96.1	91.11	100.0	100.0	100.0	96.02
QRICH1	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
ALDH4A1			100.0	100.0	100.0	100.0	100.0	100.0	
NBPF8	1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPB41	0.0	0.0	5.88	2.33	0.0	0.0	2.99		0.0
MRPL52	42.05	50.0	66.67	50.0	47.06	51.85	37.14	42.86	53.49
KIDINS220	3.92	1.45	1.67	0.92	0.0	2.17	1.14	0.0	1.14
MACROD1	89.74	100.0	100.0	86.08	78.79		95.24		96.43
MTRR				100.0	88.89	91.67	97.67		90.91
SH3PXD2B		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SH3GLB1	96.59	96.34	98.12	97.45	96.32	100.0	97.33	97.88	96.4
LMF2	100.0	100.0	97.1	94.19	100.0	93.55	94.78	100.0	100.0
RAB40B		0.0	5.56	0.0	5.0	0.0	0.0	0.0	0.0
PSMB8	8.24	2.0	3.16	5.21	2.44	6.92	3.94	2.77	4.17
KIAA1522	0.0	1.0	0.61	0.33	0.0	0.0	0.0	0.0	0.0
ITPR3	19.61	6.67	18.05	20.71	6.85	20.66	18.12	4.69	6.12
KHK	15.0		0.0	19.12	0.0	15.79	15.04	8.11	9.52
CTD-3214H19.4	100.0	100.0	100.0	99.51	100.0	100.0	100.0	100.0	100.0
STXBP2	100.0	100.0	100.0	99.51	100.0	100.0	100.0	100.0	100.0
SNX1	0.52	0.0	0.55	0.3	0.58	0.53	0.69	0.0	0.6
CBX3	2.38	1.69	1.53	1.44	0.66	2.72	1.7	1.65	1.32
C1orf50	4.76	0.0	0.0	8.22	6.33	0.0	5.66	0.0	11.67
TAB3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SETD5-AS1	98.17	100.0	96.83	95.57	92.31	100.0	97.14	100.0	100.0
HEATR5B	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TAF6L	10.48	15.19	5.95	10.92	7.83	3.12	10.78	13.16	20.49
PACRGL	42.86	63.08	67.5	66.67	51.11	52.5	70.45	53.85	77.78
C18orf21	60.71	62.86	66.67	65.22	83.33	70.97	64.41	84.38	72.0
CHIC1	100.0	100.0			100.0		100.0	100.0	100.0
TMEM110-MUSTN1	100.0			100.0	100.0	100.0	95.24		100.0
SNX29	0.0		0.0	0.0	0.0	0.0		0.0	0.0
LTN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ATM	100.0	100.0	100.0	100.0		100.0	100.0	100.0	100.0
LTBP4	2.94	3.85	0.0	9.65	2.92	7.0	1.75	1.92	0.0
CLCN7	100.0	96.67	100.0	98.59	98.17	98.5	100.0	97.32	94.74
PIK3C2A	96.72	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MAT2A	6.87	8.35	5.27	5.5	2.74	5.62	5.53	2.75	7.02
GTPBP6	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
RASA4CP		0.0	0.0		0.0	8.33	8.7	0.0	0.0
SSBP4	96.15	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.92
RPL7L1	0.76	1.22	1.04	2.97	0.29	0.95	0.68	1.69	2.74
EFCAB4A	1.59	0.39	0.45	0.94	0.31	0.31	0.36	0.35	0.2
SERPINH1	1.59	0.39	0.45	0.94	0.31	0.31	0.36	0.35	0.2
CENPT	4.55	0.0	0.0	9.05	5.26	4.31	0.0	0.0	8.51
EMC10	98.34	100.0	98.69	98.18	100.0	100.0	99.09	98.92	100.0
UBR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SIPA1L3	6.38	2.91	0.0	0.0	0.0	10.67	0.0	0.0	1.25
SLC25A40	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPIPA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NAA40	12.79	7.59	14.17	9.18	3.25	21.18	10.8	3.8	13.64
SBF1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RABL2A	18.29	8.75	12.12	14.29	7.03	25.0	7.41	9.21	7.57
NICN1	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
OGG1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
RCOR3	1.3	2.53	8.16	3.79	0.0	10.67	9.3	7.69	6.82
DICER1	7.69	4.69	5.93	11.76	4.35	14.71	13.43	7.81	7.58
RP11-98J23.2	0.0		0.0	0.0		0.0	0.0	4.55	
CLASP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD49	58.54	36.36	78.43	66.67	56.41	50.0	84.44	58.33	48.28
TMEM161A	100.0	100.0	88.57	89.67	95.89	97.22	87.04	100.0	87.25
MTMR6	88.89	100.0	100.0	89.08	92.59	78.79	89.23	93.88	100.0
RNASET2	100.0	100.0	100.0	99.56	97.03	100.0	97.04	99.2	99.21
RP11-514O12.4	100.0	100.0	100.0	99.56	97.03	100.0	97.04	99.2	99.21
HINT2	10.79	6.36	7.69	11.8	15.19	10.53	11.73	4.42	8.76
KDM6A	72.22	100.0	84.0	100.0		64.29	100.0	81.08	73.68
SLC35B4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AKIP1	0.0	0.0	0.0	0.0	0.0	0.66	0.72	1.54	3.12
RP11-231C14.4	4.76	6.45	4.55	1.74	0.98	9.54	9.86	12.16	10.0
INVS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ZFP64	90.0	93.55	92.0	89.16	86.49	91.18	80.85	82.14	88.66
PRKCSH	89.52	89.42	92.31	88.39	90.3	89.13	90.69	90.5	89.23
SCRN1	96.32	100.0	100.0	94.87	97.06	96.7	95.36		97.0
CSAD	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HOXC-AS3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SENP6	13.56	19.72	7.53	12.56	14.13	20.9	13.97	17.5	39.39
MAP4K4	7.74	8.0	7.69	14.71	3.44	8.11	3.27	5.69	6.02
PRRT1	100.0		100.0	100.0	94.87	86.36	100.0	100.0	100.0
CCDC9	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PPP1CC	0.0	0.0	0.0	0.0	0.0	23.53	4.84		0.0
MLH1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SLC25A10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69
TIMM50	91.88	93.65	97.8	93.22	97.42	94.74	94.71	96.02	97.01
NFKB1	100.0	100.0	100.0	100.0	92.86	100.0	96.97	100.0	100.0
MTFR1L	54.41	51.43	58.82	54.0	57.14	64.44	48.96	63.89	69.15
INVS	0.0	0.0	0.0	0.0	3.85	10.0	0.0	0.0	0.0
PIK3R1	4.55	6.25	0.0	2.89	0.0	2.78	0.0	2.13	2.17
UBC	0.32	2.12	0.69	1.32	0.49	0.59	0.52	0.76	0.83
RDH11	3.35	2.76	1.19	1.77	1.09	2.83	1.86	2.73	0.77
GTF2H3	86.57	86.11	92.11	91.11	92.31	90.8	93.22	100.0	90.12
POLR3H	21.43	33.33	20.51	36.67	20.0	24.49	20.51	30.77	63.64
ASAP1	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
RP11-31F15.1	43.59			27.59		23.68	46.88	33.33	55.74
KDELC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0
ITPR3	2.53	18.95	1.78	2.62	1.91	2.07	7.08	6.14	10.84
ARHGAP1	12.2	5.41	15.79	1.72	2.27	29.09	5.41	11.43	4.76
LIMK2	93.75	94.12	100.0	100.0	95.83	94.87	100.0	93.67	97.62
ERO1LB			100.0	100.0			100.0	100.0	100.0
GON4L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CARS2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NBPF9	4.35	0.0	15.79	2.86	6.67	14.0	7.89	3.85	2.86
LPP	100.0	100.0		100.0		87.5	100.0	100.0	100.0
KCTD17	91.18		93.33	74.65	98.11	100.0	87.64	84.21	67.86
ATXN2L	94.65	89.23	88.41	98.07	88.74	85.07	91.43	92.52	89.34
ACSL3	100.0	100.0	98.79	100.0	97.03	97.74	97.71	100.0	98.52
SEC14L1	1.03		1.83	0.85		13.07	1.28	11.54	2.34
ZCCHC6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
UTP20	0.0	0.0	0.0	2.02	0.0	0.0	0.0		0.0
GNAQ	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
SFPQ	98.89	100.0	98.74	97.21	100.0	100.0	100.0	100.0	98.93
KDM3A	2.0	0.0	0.0	2.0	0.0	1.72	2.86	1.15	0.0
SMC6	25.0	0.0	5.88	8.16	18.18	18.18	10.91	28.57	0.0
FAM32A	96.29	94.29	99.01	97.35	99.15	97.35	96.59	98.33	94.39
MAU2	6.9	20.0	10.34	8.93	11.54	3.12	11.54	8.33	10.53
FCHSD1	3.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SMARCC2	92.22	95.42	98.34	96.12	97.85	94.44	97.03	95.81	95.51
ZNF302	1.56	8.77	0.0	12.21	0.0	0.0	8.11	6.56	15.79
ANKRD36	100.0	100.0	100.0	100.0	95.12	100.0	100.0	100.0	100.0
EIF4G2	1.82	1.87	2.71	0.24	0.31	0.25	0.76	5.35	1.0
NAGA	79.49	73.91	77.48	81.94	81.48	73.02	93.68	66.67	79.63
SLC2A6	100.0	100.0	97.39	92.17	100.0	96.55	100.0	94.29	95.0
KPNA6	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.25
PACS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ANKRD49	1.54	0.0	10.53	7.32	11.76	0.0	10.53	11.76	0.0
IDH3B	93.33	95.74	95.51	94.23	96.24	91.53	95.32	96.15	91.28
MFI2	67.9	56.52		63.77	81.77	68.18	58.82	72.0	50.0
MINK1	24.49	26.0	22.22	32.14	31.88	35.38	22.22	29.07	29.41
HOMER1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1RL	100.0	100.0	100.0	100.0	100.0	100.0	100.0	94.55	94.74
CCDC6	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NAPB	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TOE1	4.69	2.63	1.3	2.19	0.0	2.7	1.03	4.17	2.82
HES1	0.92	0.91	0.32	1.31	0.57	0.64	0.0	0.48	0.87
