	HCC1395_BREAST	TOV112D_OVARY	HUCCT1_BILIARY_TRACT	RKN_SOFT_TISSUE	LMSU_STOMACH	SNU245_BILIARY_TRACT	TYKNU_OVARY
5'-CHLORO-5'-DEOXY-ENBA-(+/-)	0.299115244085	-0.0283103989466	-0.165984099471	0.0249556340849	0.217683593482	0.463992984623	0.739201937357
SULINDAC	0.612404953257	0.403247458861	0.483237872392	0.155274715523	0.0111487468596	-0.387231985868	0.225582041307
TC1	-0.226882524154	-0.248861165289	-0.00854732992274	-0.214658557586	-0.405293820442	0.0489699391393	-0.138554099842
OXYPHENONIUM	0.333543373426	-0.065163662083	-0.0222575987763	0.0240481944323	-0.371293022932	-0.00890516004867	0.562746442647
OCTOPAMINE	0.688817081576	-0.02712361219	-0.501247635682	-0.401166148228	-1.11481680208	-0.722823722637	-0.0655214616632
GUANADREL	-0.537233002703	-0.483522359954	-0.753091327313	-0.304953606108		-0.526874945572	-1.00060763526
SN-6	0.191816433407	0.541775033291	-0.272789564959	0.106832697509	-0.132854807158	0.14397288587	-1.06232306062
IDRA-21	-2.23039409166	-1.78386341254	-1.98967058215	-1.29369926054	-2.34817248379	-1.83757514391	-1.81239569089
MESORIDAZINE	-0.291867508535	0.301276743287	-0.0681315031255	0.000201141020172	0.0995767207367	-1.26137697509	-0.257598604931
UB-165	0.329140542348	0.32910451775	0.12316720979	0.0155965943539	-0.313562360521	-0.306538208693	-0.605000032813
NORGESTREL	0.263412341729	-0.27197848689	-0.59070751459	-0.410025194374	0.0508527295881	-0.269864078735	0.141534090283
DOFEQUIDAR	0.00762539214988	0.157220518612	0.176648773604	0.360824613715	-0.19786649294	0.782398881468	-0.481552641541
ALAPROCLATE	0.197173357629	0.244885951918	0.368095116965	-0.158719373172	0.278174613344	0.651863189697	0.882140011302
DIADENOSINE-TETRAPHOSPHATE	0.246027982601	0.137261583935	0.346653293419	0.276202546163	0.223046070351	0.323899334769	-0.145469259927
MILNACIPRAN	-0.22900390518	-0.201788587478	-0.168837202556	-0.304025202768		-0.1674008058	0.461024529432
FLUOCINOLONE-ACETONIDE	0.546400832606	-0.280662760676	-0.454177699284	0.717651335873		-0.718461670505	-0.163061734675
L-CYSTINE	-0.744368394949	0.603128342936	-0.534867034026	-0.648804359553	-0.215002940843	0.232638199605	-0.912522045251
GW-1929	0.656724519703	-0.410725800253	-0.204247645873	-0.615207476743	0.22868692237	-0.461835842296	0.243543798473
BMY-14802	0.228426040657	0.0521627524426	-0.210990479973	0.0538029629894	0.218384174084	0.821566977287	0.0322996535307
SDZ-21009	-0.321504402802	0.357738816275	-0.0106864353993	0.322680154099	0.0763176204006	-0.727826346354	0.524910509733
REBAMIPIDE	-0.599760942475	0.284138185394	-0.02081242163	-0.803896446809	-0.0428111213749	-0.0854853344898	-0.35664194372
BUCLADESINE	-0.127136470197	-0.0892285894013	-0.510063319548	-0.478843465045	0.151341621196	-0.0712643940368	-0.914412089228
INDOBUFEN	-1.50809954684	0.176530157577	0.189927544927	-0.108189630983	-0.133719050541	-0.262992622084	-0.374746053512
THIOCTIC-ACID	0.143771018968	0.162451891531	-0.146087226335	0.488599505691	0.309256258573	0.213326144281	-1.25739055638
DORAMECTIN	-0.284279571221	-0.123578439044	0.0136096935034	0.164867380286	0.0311152067559	-0.295254865031	0.212862882585
QUINESTROL	0.488657224562	0.65536765241	0.0558922972572	0.110040336491	-0.212470584621	-0.861066544874	0.00905243242033
BUTOCONAZOLE	-0.227781823385	0.22074911743	-0.240923299847	0.178522151533	-0.0796772561638	-0.00115208455557	-0.758869451377
BADGE	0.194878328925	0.632541756944	-0.339762722346	-0.185281283577	-0.171421024924	-0.762566055811	-0.949652867506
