gene_name	HCC1395_BREAST	TOV112D_OVARY	HUCCT1_BILIARY_TRACT	RKN_SOFT_TISSUE	LMSU_STOMACH	SNU245_BILIARY_TRACT	TYKNU_OVARY
RBM33	100.0	100.0	100.0	100.0	100.0	100.0	100.0
C1orf43	0.0	0.0	0.0	0.0	0.0	1.91	1.06
SLC38A10	19.91	24.58		16.92	10.45	10.56	16.98
PARP9	0.0	0.0		0.0	0.0	0.0	1.09
SLC35C2	100.0	100.0		100.0	100.0	100.0	100.0
HEATR2	0.0	0.0		0.0	0.0	0.0	0.0
AC010883.5	42.86	75.0	61.43	54.55	62.07	26.32	55.17
LGMN	100.0	100.0		100.0	100.0	100.0	100.0
TMEM65	100.0	100.0	100.0	97.06	95.45	100.0	100.0
ACBD3	0.0	0.0		0.0	0.0	0.0	0.0
GUSBP11	0.0	0.0		0.0	0.0	0.0	0.0
TANC1	100.0	100.0		100.0	100.0	100.0	100.0
APH1A	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TBC1D22B	0.0	0.0		0.0	0.0	0.0	0.0
SLC26A6	44.93	42.0		50.0	47.73	42.59	43.9
CHRNA5	37.21	13.89	18.0	12.12		2.13	22.02
STAU1	100.0	100.0		100.0	100.0	100.0	100.0
BECN1	9.24	10.17		8.26	13.27	7.39	10.48
STK25	97.17	95.41	100.0	95.04	95.65	94.52	98.69
RNF213	1.15	1.37		1.05	1.79	2.7	0.0
RHBDF2	0.0	0.0		0.0	0.0	2.04	0.0
SSBP1	0.87	0.49	0.09	0.39	0.42	0.88	0.42
CSNK1G3		0.0		0.0	0.0		0.0
RASA1		0.0		0.0	0.0		0.0
C16orf13	3.03	0.0	2.74	1.52	2.17	0.83	1.28
AKAP9	100.0	100.0		100.0	100.0	100.0	100.0
GBA	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DYNC1I2	0.0	2.86	5.77	2.56	2.86	0.0	0.0
DHX40	0.0	0.48		0.0	0.4	1.4	0.0
MRPL21	100.0	100.0	99.02	100.0	100.0	100.0	100.0
SS18L1	4.76	9.21	4.55	3.3			4.69
EXOC5	100.0	100.0		100.0	100.0	100.0	100.0
FOSL1	4.26	0.0	7.81	4.5	4.07	0.0	2.99
NPIPA5	13.57	23.11	44.93	48.77	23.57	27.72	18.18
MED4	0.41	0.0	0.0	0.0	0.85	0.35	0.61
TSC1	100.0	95.0		100.0	100.0	100.0	100.0
NOD1				0.0	0.0	0.0	0.0
SREK1IP1	100.0	100.0	100.0	100.0	100.0	100.0	98.51
USP10	100.0	99.07	100.0	100.0	100.0	100.0	98.95
ATG12	0.0	0.52	0.3	2.67	0.7	1.16	0.5
MCM7	7.42	6.89	11.11	4.72	4.74	7.64	4.5
MOB4	100.0	99.51	100.0	98.91	100.0	100.0	98.83
PLS1	0.0	0.0		0.0	0.0	0.0	0.0
RBM14-RBM4	14.55	3.97	0.13	0.59	3.94	9.26	6.91
RBM4	14.55	3.97	0.13	0.59	3.94	9.26	6.91
CUX1	100.0	100.0		100.0	100.0	100.0	100.0
RUFY3	0.0	2.83	0.0	4.65	0.0	0.0	0.0
KBTBD2	95.77	96.88	97.22	97.62	94.59	92.86	96.74
ASCC3	0.0	0.0		0.0	0.0	0.0	0.0
PPP6R3	4.12	1.98		2.65	1.74	3.23	2.04
TMEM70	1.98	0.0	0.0	0.89	1.12	0.27	0.84
SCP2	100.0	100.0		100.0	100.0	100.0	100.0
RRP1B	1.33	0.65		0.0	0.0	1.68	0.0
CNDP2	30.43	32.99		36.0	38.67	23.5	31.45
TRIT1	100.0	100.0		100.0	100.0	100.0	100.0
SENP7	0.0	0.0		3.85	0.0		4.0
ZNF692	12.33	6.34	0.0	2.74	5.68	13.42	4.44
CELSR1	0.84	1.69		0.0	0.0	0.0	0.0
ZNF566	100.0	100.0		100.0	100.0	100.0	100.0
HDAC8	0.0	0.0	0.0	0.0	0.0	3.92	0.0
SZT2	0.0	0.0		0.0	0.0	0.0	0.0
LMNB1	96.76	98.4	100.0	98.3	97.97	95.27	98.37
TMUB1	1.45	1.61		3.68	4.55	2.34	0.0
USP10	0.93	2.37		0.4	0.96	2.7	0.24
INPP5A	100.0	100.0		100.0	100.0	100.0	100.0
CCHCR1	0.0	0.0		0.0	0.0	0.0	0.0
DHX37	17.39	4.51		2.99	2.67	26.15	3.92
WSB2	17.39	4.51		2.99	2.67	26.15	3.92
C17orf70	67.92	53.7		57.63	63.41	53.85	64.52
RPS6KB2	100.0	100.0	100.0	100.0	100.0	100.0	99.28
ARHGEF39		100.0		100.0	100.0	100.0	100.0
ZSCAN29	100.0	100.0		100.0	100.0	100.0	100.0
TRIM8	97.94	100.0		98.92	96.46	100.0	98.3
DPH2	13.25	12.0		11.34	14.04	9.78	10.63
MON2	4.17	4.92		2.08	5.66	6.98	0.0
KHNYN	0.0	6.12		3.57	2.56	3.6	18.18
PHIP	0.0	0.0		0.0	0.0	0.0	0.0
ORMDL1	99.59	98.73	100.0	97.73	98.26	99.02	99.69
RP11-345J4.8	100.0	100.0		100.0	100.0	100.0	100.0
UBE2C	95.64	99.21	96.3	99.08	96.84	97.78	99.16
PPFIBP1	100.0	100.0		100.0	100.0	100.0	100.0
RBM3	0.89	0.64	0.93	0.52	0.77	0.57	1.1
CENPC	0.0	0.0	0.0	0.0	2.94	0.0	0.0
TSEN54	3.7	1.43		0.0	2.7	3.57	2.63
GAR1	2.31	0.0		1.4	2.39	2.3	2.39
PLS1	0.0	0.0	0.0	0.0	0.0	0.34	0.0
DENND3	10.71		4.0		16.67	15.79	6.32
EML4	0.0	0.47		0.0	0.0	0.75	0.0
ATP2B1	0.0	0.0		0.0	0.0	0.0	0.0
TRIM11	3.85	0.0		0.0	0.0	1.67	0.0
S100PBP	0.0	0.0		0.0			0.0
PARG	0.0	0.0		0.0	0.0	0.0	0.0
PCDH15	0.0	0.0		0.0	0.0	0.0	0.0
ARHGEF12	49.5	42.34		40.91	42.35	49.67	22.73
CEP68	10.34	9.26	63.64	11.76	5.0	16.0	16.67
PLXNB1	0.0	0.0		0.0	0.0	21.59	
PRMT7	7.04	12.99	0.0	5.88	15.22	19.67	7.0
TP53I3		85.25		80.77	80.23	81.25	83.11
RNF8	100.0	100.0	100.0	100.0	100.0	100.0	100.0
GUF1	89.19	100.0		100.0	100.0	82.14	95.65
LINC00847	100.0	100.0		100.0	100.0	100.0	100.0
RP11-345J4.8	100.0	100.0		100.0	100.0	100.0	100.0
RPS17L	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TNPO2	9.84	11.11		7.14	10.53	13.04	9.09
RNF213	0.77	0.95		0.96	0.64	1.23	0.0
CDC14B	100.0	100.0		100.0	100.0	100.0	100.0
EIF4A1	98.93	99.74	99.35	99.58	98.18	98.55	99.02
NELFA	6.12	2.99		2.5	1.45	2.9	3.05
CNOT6L	0.0	2.33		0.0	0.0	0.0	5.56
GMIP	100.0	96.15		100.0		92.86	100.0
STK11IP	7.69	2.86		2.08	5.41	1.82	2.86
TRIM16L	97.3			97.4	98.16	100.0	
TTLL3	57.69	78.87		78.95		100.0	53.85
RB1	100.0	100.0		100.0	100.0	100.0	100.0
C12orf73	63.89	45.37	40.22	53.42	58.7	31.75	41.05
GPATCH1	0.0	0.0		0.0	0.0	0.0	0.0
GGT7	18.31	17.5		14.46	23.4	17.78	21.88
LEMD2	100.0	100.0		100.0			100.0
FAM204A	9.09	0.0		3.57	0.0	0.0	6.35
ZDHHC16	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RP11-192H23.4	7.49	5.54	7.5	2.63	8.33	7.19	5.88
SPAG5	7.49	5.54	7.5	2.63	8.33	7.19	5.88
CLCN2	4.17	5.26		0.0	5.0	1.65	2.38
LINC00338	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SEC14L1	0.0	0.0	0.0	0.0	0.0	0.0	0.0
YIF1A	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MED9	3.17	0.0		0.0	0.0	0.0	0.0
LARP4	0.0	0.0	0.0	0.0	0.0	4.0	0.0
UBR1	0.0	0.0		0.0	0.0	0.0	0.0
REEP4	100.0	100.0		100.0	100.0	100.0	100.0
GOLGA8B	21.55	20.56		3.1	20.19	8.3	7.05
ADCY6	100.0	100.0		100.0	100.0	92.57	100.0
PKMYT1	10.36	2.7		0.0	4.07	4.13	2.59
ST5	97.56	100.0		100.0	100.0		100.0
ITGA6	3.96	9.09		1.97	2.17	12.57	1.98
LZTR1	100.0			100.0	100.0	100.0	100.0
AGTRAP	4.92	3.39	6.25	4.32	4.44	3.12	7.2
LYPLAL1	29.41		1.11	16.67	23.81	32.73	12.0
HGS	1.56	0.85	1.8	1.18	4.79	2.02	1.28
HSPG2	100.0	100.0			100.0	100.0	96.62
NHLRC2	6.67	7.14	100.0	3.57	6.06	7.32	10.53
CTC-338M12.3	4.49	16.67	0.0	6.15	7.69	9.38	5.56
MYO9A	0.0	0.0		0.0	0.0	0.0	
USP1	100.0	100.0		89.13	88.89	84.21	92.86
GGT7	0.0	0.0	9.09	3.33	0.0	0.0	0.0
NCOA3	96.97	94.34		95.45	100.0	100.0	100.0
SEC14L1				12.25	10.78	12.5	
SNX9	100.0	100.0	100.0	100.0	100.0	99.58	100.0
C5orf42	0.0	0.0		4.44	6.0		0.0
AVL9	100.0	100.0		100.0	100.0	100.0	100.0
CTSF	2.47	0.0					0.0
GOLGA8A	18.42	14.63		5.22	8.93	4.72	11.94
MYBL1	4.65	3.7	0.0	0.0	0.7		2.86
ADAM15	27.78		2.56		35.71	0.0	9.68
LRIG2	0.0	0.0		0.0	0.0	0.0	0.0
EBAG9	0.0	0.0		0.0	0.0	0.0	0.0
MLLT4	100.0	95.77		100.0	100.0	100.0	100.0
ABC7-42389800N19.1		0.0		0.0	3.03	0.0	0.0
UBR1	10.53	4.17		1.33	0.0	3.03	4.44
POLR3G	0.0	0.0	0.0	0.0	0.0	0.0	0.0
N4BP2	100.0	100.0		100.0	100.0		100.0
EPB41L4A-AS1	100.0	96.95	96.99	97.97	95.74	97.2	96.75
NCOA6	100.0	100.0		100.0	100.0	100.0	100.0
MTM1	2.04	0.0		0.0	1.92	0.0	3.23
ATAD5	0.0	0.0		0.0	0.0	0.0	0.0
AURKB	87.76	82.2	78.26	79.92	80.34	90.27	84.23
CPSF3L	9.52	11.68		11.98	10.0	19.23	5.43
TOP3B		18.6			45.45	45.0	23.53
NT5DC3	0.0	0.0			11.43	6.67	
RABGGTA	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CCDC14	30.69	44.74		29.2	30.77	57.63	32.26
FGFR1	13.53	59.76		18.84	16.33	75.68	22.51
NIPA2	38.1	60.0		77.38	68.09	71.88	54.76
LRRC16A	3.7	5.88		3.12	3.33	7.18	
HYI	100.0		98.97	100.0	91.84		100.0
KRI1	100.0	100.0		100.0	100.0		100.0
ANAPC2	100.0	100.0		96.92	97.33	100.0	100.0
TUT1	96.34	96.58		94.74	93.8	96.57	95.65
BIN1	12.31			41.34	38.94	26.29	72.56
SDHAP1	90.48	82.05	87.5	93.85	86.84	100.0	92.16
CEP44	100.0	100.0		100.0	100.0	100.0	100.0
DGKA	0.0	0.0		0.0	0.0	0.75	0.0
TSNARE1	100.0	100.0		100.0		100.0	100.0
PDDC1	95.12	95.83		100.0	97.0	100.0	95.65
TMEM167A	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RNASE4	92.78	91.48		90.48	83.87	100.0	100.0
NPAT	0.0	0.0		0.0	0.0	0.0	0.0
KIAA1731	36.0	14.29	34.25	15.0	25.0	32.0	30.43
RPP30		100.0	100.0	100.0	100.0	100.0	100.0
XRN2	1.61	1.42	0.0	1.31	1.38	3.77	0.18
HDAC5	100.0	100.0		100.0	100.0	100.0	100.0
BCL2L1	25.0	26.09		59.46	36.67	47.62	81.08
VRK3	100.0	100.0		100.0	100.0	100.0	100.0
SLC12A7	0.0	0.0		0.0		0.0	0.0
MKI67	99.29	100.0	100.0	98.94	100.0	100.0	100.0
ZNF267	0.0	0.0		0.0	0.0	0.0	0.0
STARD3NL	0.69	1.47	0.0	1.58	0.6	0.0	0.21
DPCD	100.0	100.0		100.0	100.0	100.0	100.0
ADAM10	0.42	0.4	1.19	0.0	0.0	1.12	0.0
APAF1	65.38	49.33		63.27	62.5	72.0	56.25
XRN1	0.0	0.0		0.0	0.0	0.0	0.0
APBA3	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PACS2	3.57	3.33		0.0	1.59	4.64	0.0
ACAD9	100.0	100.0		100.0	100.0	100.0	53.85
STYXL1	84.62	89.39	100.0	68.18	59.26	84.09	97.25
ATP13A2	2.22	5.26		2.56	4.17	3.23	3.12
C3orf38	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HAUS5	100.0	100.0		100.0	100.0	100.0	100.0
NBPF12	6.0	2.79		2.75	7.41	3.5	2.2
SMYD5	5.45	4.46		3.17	0.0	3.39	4.79
BICD1	100.0	100.0		98.66		100.0	100.0
CLCN3	100.0	100.0		100.0	100.0	100.0	100.0
C3orf52	10.0			7.14	4.0	10.0	
DPH2	78.95	78.69		68.83	50.88	86.36	77.51
ZNF544	93.18	95.92		91.23	90.0	88.46	93.6
SH2D4A			28.57		1.32	2.56	
NMD3	100.0	100.0	100.0	100.0	100.0	100.0	98.97
HSPG2	0.0	0.0			0.0	0.0	0.0
IGSF3	2.78	1.61		1.49	0.0	3.23	
ITSN1	5.0	4.0		0.0	4.76	4.55	2.22
PRKAB2	77.05	88.71		90.0	87.5	88.33	89.66
MFI2	0.0	0.0	0.0	0.0	1.12	3.53	0.0
MCM7	95.47	94.7	97.38	96.62	96.57	93.13	96.48
C12orf4	77.42	100.0	87.5	94.44	79.55	100.0	81.82
SETD4	100.0	90.91		100.0	73.68	78.26	80.0
SUCLA2	93.61	97.66		95.58	96.08	96.97	96.5
TUBGCP2	94.44	95.45		93.83	89.58	83.1	94.2
HARS	1.68	2.85	0.0	2.09	0.72	4.98	1.31
TRIM16	99.29			100.0	100.0	96.08	
NCOR1	95.31	98.66		93.39	95.38	93.75	100.0
UBE3C	98.32	100.0		100.0	100.0	94.66	98.74
TCIRG1	100.0	100.0		100.0	100.0	100.0	98.51
SPICE1	100.0	100.0		100.0	100.0	100.0	100.0
EZH2	4.16	2.84		10.96	2.59	6.51	3.46
SEC16A	93.02	100.0		97.52	100.0	98.08	97.37
CUL7	0.0	0.0		0.0	0.0	0.0	0.0
PPP1R12A	0.0	0.0	0.0	0.0	0.48	0.0	0.0
CPSF7	8.41	8.57		4.76	6.06	3.7	7.62
NPIPB5	2.06	1.19	9.09	0.0	0.0	2.56	0.0
AHCYL2	1.47	2.41		0.0	0.0	2.14	0.0
TTLL5	0.0	0.89		0.0	0.0	0.0	0.0
FANCL	8.7	2.96	13.64	4.08	13.64	47.06	2.3
VPS13A		1.28	0.0	3.12	0.0	3.41	4.17
GPBP1L1	46.61	48.74		64.66	50.99	58.52	52.7
MINA	79.41	81.61	75.0	80.95	74.44	80.82	78.95
UVSSA		21.43		8.82	5.88	20.69	5.56
ZC2HC1A	95.92	100.0		94.61	100.0		100.0
DIEXF	0.0	1.69		2.56	0.91	0.0	0.0
NRGN		1.43		0.0	0.0	14.29	1.52
KMT2C	2.15	0.0		0.0	2.5	2.06	3.57
C16orf62	0.0	0.0			0.0	0.0	0.0
AGK	0.0	0.0		0.0		0.0	2.78
NIN	1.82	0.0		0.0	0.0	8.45	2.15
SLC35F5		2.7	5.56	12.2	11.45	4.44	20.45
ARRB2	0.0	0.63		0.0	0.0	1.82	0.7
SSBP4	39.34	27.82	21.95	51.43	33.33	18.75	52.67
FLCN	97.01	98.55		100.0	100.0	95.35	100.0
SDHAP1		20.0		11.54	15.79	15.38	23.53
CCBL1	16.67	13.73	0.0	11.76	20.0	28.57	10.81
SLC37A4	100.0	95.0		100.0	100.0	100.0	
TOB1	97.87	95.95		100.0	100.0	99.29	100.0
RABL2A	90.0	100.0		100.0	100.0	100.0	100.0
CES2	13.43	10.98	0.0	1.32	0.75	1.99	8.11
RP11-361L15.4	13.43	10.98	0.0	1.32	0.75	1.99	8.11
ACOX3	100.0	100.0		100.0	100.0	100.0	100.0
CAB39	100.0	100.0	100.0	100.0	100.0	100.0	100.0
TBC1D2B	100.0	100.0		100.0			
GTDC1	0.0	0.0		0.0	0.0	0.0	0.0
E2F8	100.0	100.0		100.0	100.0	100.0	100.0
STIP1	2.14	1.3	9.09	1.14	1.13	1.87	1.05
SEMA4C	0.0	0.0		0.0	0.0		0.0
VAMP4	5.15	7.14	0.0	4.95	4.17	2.7	2.41
MLST8	0.0	5.71		8.06	0.0	0.0	4.2
AC024592.12	2.06	0.0	0.0	0.0	0.0	7.76	0.0
NDUFA11	2.06	0.0	0.0	0.0	0.0	7.76	0.0
VPS13B	0.0	0.0		0.0	0.0	2.63	0.0
FUK	11.11	0.0			5.88	3.8	8.33
ISOC2	10.11	10.2	10.0	4.84	0.0	4.78	12.5
SGMS1	100.0	100.0		100.0	100.0	100.0	100.0
NAAA			0.0	6.67	0.0	13.64	17.24
SRGAP2C	4.71	1.65		1.99	2.63	3.33	0.93
RB1CC1	0.0	0.0		0.0	0.0	0.0	0.0
GLB1	98.02	100.0	100.0	100.0	100.0	100.0	100.0
ZNF394	30.77	30.77				40.91	30.77
ZNF276	14.58	3.12		5.56	4.88	3.85	4.76
DUSP12	3.85	2.42	0.0	2.08	4.26	6.32	1.61
TAB1	0.0	0.0		0.0	0.0	0.0	0.0
CDCA3	91.04	92.86	94.15	85.36	93.25	93.8	94.03
XBP1	3.2	5.0	8.0	3.1	2.39	3.3	4.4
BPTF	15.07	7.33		5.26	10.2	6.25	5.77
MLH3	0.0	0.0		0.0	0.0	4.55	5.88
PTRH1	100.0	100.0	100.0	100.0	100.0	100.0	97.71
DCP1B	0.0	6.9	0.0	20.59	0.0	25.0	0.0
ACP2	5.77	2.46		1.54	0.87	3.03	1.9
APBB2	0.0	0.0		0.0	0.0	0.0	0.0
HM13	100.0	97.25	100.0	98.29	97.12	100.0	98.12
NLRC5	0.0			14.29	0.0	0.0	
NKTR	0.0	0.0		0.0	0.0	1.61	0.0
LRRC20	0.0	1.52		0.0		0.0	4.44
TMLHE	90.91	94.49	100.0	89.74	94.12	86.9	92.17
TSTD2	86.36	90.0		94.29	81.82	88.24	
HSP90B1	0.1	0.0	0.0	0.0	0.1	0.22	0.05
ZNF131	100.0	100.0		97.74	98.13	96.77	95.05
TMED2	1.99	1.48	14.29	1.12	0.99	1.49	1.24
CAPN1	5.66	6.52		2.86	6.67	26.53	23.4
DIS3L	78.26	84.29		81.67	81.82	100.0	84.51
COQ7	1.56	0.0		2.78	2.04	0.0	4.35
UPF3A	2.08	3.54		5.26	4.12	5.9	1.81
CIZ1	0.0	11.96		15.62	16.67	13.56	9.84
PCM1	0.76	0.63		0.0	1.42	2.24	0.51
ASNS	99.64	93.46	100.0	98.12	100.0	100.0	99.66
NDUFS7	100.0	100.0	100.0	100.0	100.0	100.0	100.0
AGTPBP1	0.0	3.85		0.0	0.0	5.26	0.0
PFDN2	94.87	96.15	91.21	98.1	97.33	97.46	97.08
NR3C1	7.69	1.33		2.13	1.64	0.0	2.7
TTC37	7.69	1.33		2.13	1.64	0.0	2.7
PHLDB2	2.86			1.89	0.88	2.33	1.3
LSM12	75.0	100.0		100.0	78.57	81.82	100.0
HIPK1	92.86	93.1		92.63	93.65	90.0	91.8
THOC6	3.31	1.41	0.0	1.5	3.7	2.57	1.3
RP11-1094M14.11	1.01	2.5	1.97	4.0	3.45	1.09	4.05
KIF23	96.65	97.67		98.81	95.18	99.16	97.79
PCGF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TTC7A	100.0	100.0		100.0	100.0	100.0	
KAT5	97.37	100.0	100.0	97.56	97.72	96.05	96.69
KDM6A	0.0			0.0	0.0	8.33	
HERC2P9		0.0				0.0	
ACAD10	100.0	100.0		100.0	100.0	100.0	100.0
FAM76B	1.3	0.56	0.0	0.56	0.0	0.87	0.0
ZDHHC17	27.27	16.22		12.35	5.36	28.12	20.75
DHX40	94.74	97.42		90.91	91.43	95.69	100.0
MBIP	2.38	1.82		1.83	3.45	3.33	2.56
VAPA	3.71	5.01	3.52	3.38	3.17	5.03	3.36
STARD10	1.89	0.0	0.0	0.6	1.14	1.48	3.7
LRP1	0.0	0.55		0.0	1.08	0.0	0.0
UBA1	100.0	99.65	100.0	99.62	99.32	100.0	100.0
MMS22L	0.0	4.35		0.0	4.35	2.78	0.0
UBE3D	0.0	0.0		0.0	0.0	0.0	0.0
C8orf59	98.09	100.0	44.32	39.49	31.81	28.31	100.0
XRRA1				0.0	0.0	0.0	0.0
KIAA1984	78.57	41.67				36.67	
HBP1	2.29	0.0		0.72	0.0	4.48	2.63
HYAL4	2.29	0.0		0.72	0.0	4.48	2.63
YIPF3	22.22			9.68	10.53	27.27	13.33
PELI3	2.38	0.0		0.0	2.78	3.12	0.0
MSANTD2	0.0	0.0		0.0	0.0	0.0	0.0
MED13	85.51	98.09	68.75	98.75	96.39	92.25	93.42
PES1	0.96	1.04		1.16	0.44	2.33	0.96
AGBL5	2.8	1.09		1.01	3.53	3.77	0.0
CAMLG	40.0	60.0	13.33	44.62	52.63	51.35	30.11
IRAK4	38.46	33.33		27.27	50.0	68.42	35.48
MICA	96.1	100.0	100.0	100.0	100.0		100.0
TMA7	4.82	3.79	4.56	4.68	3.31	4.36	4.23
RBBP7	100.0	100.0	100.0	100.0	100.0	100.0	100.0
WDR59	100.0	100.0		100.0	100.0	100.0	100.0
SMAD7	98.38			100.0	100.0	100.0	
SH2B1	36.61	22.22		21.21	40.0	42.31	22.78
EXOC1	2.17	0.0		0.93	1.29	0.93	0.93
RGPD6		7.14		9.38	7.69	22.73	20.0
KIAA0195	87.69	88.41		92.31	92.5	92.42	100.0
FAM149B1	0.0	0.0		0.0	0.0	0.0	0.0
RAD51	95.6	95.4	100.0	93.16	96.33	91.61	95.97
FAM219A	27.27	48.28		55.56	43.75		45.61
NBPF12	4.17	0.0		0.0		0.0	0.0
SUZ12P	5.0	5.31	4.42	3.33	0.0	10.0	5.36
RABGGTB	15.38	14.29		15.35	11.61	1.33	21.43
RARA	2.83	1.43		0.83	0.0	3.37	0.0
POLR1A	0.0	0.0		0.0	0.0	0.0	0.0
BIN1	0.0	0.0		0.0	0.0	0.0	0.0
WDR75	0.75	0.69		0.0	1.37	1.98	0.82
CEP78	45.45	0.0		30.0	36.36	17.65	36.36
HJURP	90.91	90.43		89.82	89.66	89.35	94.24
BRD3	79.01	78.86		81.33	100.0	81.25	93.33
RP11-152F13.3	100.0	95.71		100.0	100.0	100.0	93.94
ZCCHC7	93.75	100.0	100.0	98.64	100.0	100.0	100.0
PPP6C	2.91	1.63	0.0	1.67	0.0	0.41	0.87
DYNC1I2	100.0	100.0	100.0	98.45	100.0	97.85	97.59
STX10	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NARG2	100.0	100.0		100.0	100.0	100.0	100.0
THBS1	99.19		92.05	99.56	98.68	91.67	
TMEM14B	1.52	0.0	0.0	1.98	0.82	0.0	0.0
PCIF1	3.57	1.01		1.92	0.0	0.0	0.0
YEATS2	74.47	85.53		83.56	90.91	100.0	82.86
INTS12	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF2B5	100.0	100.0	100.0	100.0	100.0	96.0	96.55
IFT20	100.0	100.0	100.0	100.0	100.0	100.0	100.0
CTNNAL1	0.0	3.0	1.03	3.1	3.32	1.83	1.94
DAZAP1	100.0	99.43	100.0	100.0	99.28	100.0	100.0
C16orf62	100.0	100.0			100.0	100.0	100.0
CYB5B	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EPB41L1	67.35	57.14		86.67	64.71	63.82	
RPS27A	95.97	96.99	95.34	100.0	98.76	96.19	96.64
TMEM132A	15.54	23.12	4.76	9.94	6.19	15.79	10.61
PKP4	0.0	0.0		0.0	0.0	0.0	0.0
HSPG2	0.0	0.0			0.0	0.0	0.55
TOM1L1	30.0	13.64	12.5	8.33		20.9	19.15
CEP250	100.0	100.0		100.0	100.0	100.0	100.0
DPH1	8.62	3.17		2.22	6.96	3.03	2.7
AGAP5		100.0		100.0	100.0	100.0	
RP11-464F9.1		100.0		100.0	100.0	100.0	
UGCG	0.0	0.0	0.0	0.0	0.6	0.0	0.0
TINF2	66.67	62.24	61.95	80.57	85.83	78.15	64.04
PTRH2	35.0	30.31	21.11	22.11	29.05	27.94	21.18
R3HDM1	100.0	100.0		100.0	100.0	100.0	100.0
NPIPB4	34.43	74.29		72.73	89.09	74.75	68.42
POLE	2.38	1.03		0.0	1.35	2.35	1.72
ZDHHC16	11.76	17.65	0.0	2.25	4.14	3.65	7.02
SLC9A3R2	12.5	8.22	0.0	6.35	7.59	4.59	7.41
NT5C	3.33	5.08	5.0	5.49	5.19	8.89	2.56
TP53BP1	16.67	20.73	17.21	10.2	7.75	34.38	14.43
EIF1AD	54.35	65.52		67.5	71.67	65.85	73.85
MRPS11	0.0	0.0	0.0	1.0	0.0	0.0	0.0
TCFL5	8.16	1.92		2.21	0.0	6.38	1.89
TRAF3IP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PANK2	68.52	71.28	38.79	87.3	72.73	77.42	70.54
XRCC3		22.97				22.73	27.59
MATR3	100.0	100.0		99.71	100.0	100.0	100.0
IRF7			0.0	0.0			2.29
CHFR	100.0	100.0		100.0	100.0	100.0	100.0
SRGAP1	100.0	100.0		100.0	100.0	100.0	100.0
GLS	4.71	4.37	30.0	5.03	5.28	4.81	3.19
TSEN54	4.11	5.19	0.0	1.89	8.47	4.19	4.62
YIPF2	66.27	54.17		67.02	57.69	77.11	52.98
STRA13	7.07	5.75	0.0	3.51	8.33	5.76	5.88
ERGIC3	97.46	98.23	98.82	97.76	97.19	97.75	97.86
C9orf114	4.76	2.11		0.0	2.7	1.72	2.74
CD97	5.0				3.7	8.7	
RNF19A	100.0	93.94		96.97	97.27	100.0	96.2
RAB5A	100.0	100.0		100.0	100.0	100.0	100.0
VCPIP1	0.0	0.0		0.0	0.0	0.0	0.0
ZNF333	100.0	100.0		100.0		100.0	86.67
ARSD		7.14				5.33	0.0
KCTD3	3.1	2.43	90.38	1.67	2.37	3.88	2.78
MRPL45	0.0	0.0		0.0	0.0	0.0	0.0
C5orf42		100.0	100.0	100.0	100.0		100.0
NCOR2	27.38	28.57		32.61	25.5	25.45	29.92
POLQ	4.35	6.67	8.82	2.04	7.25	9.09	0.0
PHF14	0.0	0.0	0.0	0.0	0.0	1.35	0.0
EFCAB7	85.71	100.0		100.0	100.0	89.47	91.03
BRD9	2.25	6.73		2.05	2.74	4.78	2.26
ETFDH	95.24	92.21		100.0	100.0	100.0	87.18
MAN2C1	100.0	100.0		94.64	100.0	95.0	88.75
NDFIP2	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PPIL3	30.3	32.14	47.83	44.74	24.24	55.56	37.11
TRAIP	0.0	0.0		0.0	0.0	0.0	0.0
ING4	100.0	100.0		100.0		100.0	100.0
ARMCX6	97.22	97.31	100.0	100.0	100.0	100.0	99.46
GSTCD	2.7	2.33		1.92	0.0	6.45	0.0
CUL9	85.0			100.0	100.0	83.33	87.5
STAM	0.0	0.0		0.0	0.0	0.0	0.0
TBC1D17	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EOGT	6.25	13.33		5.8	12.5	13.33	11.11
PPARA	100.0			100.0	100.0	100.0	
C6orf70	0.0	0.0		0.0	0.0	0.0	0.0
CCDC14	87.36	100.0	45.65	89.19	80.37	95.52	88.3
MTMR1	100.0	100.0	100.0	100.0	100.0	91.61	97.14
RP11-640M9.2	63.33	45.65		42.65	58.97	36.11	65.57
WRAP53	19.67	16.75		10.61	28.57	20.0	16.5
